,net
7376,"(2, 1, 0, 4, 0, 2)"
7377,"(3, 0, 1, 4, 4, 0)"
7378,"(3, 1, 4, 1, 3, 1)"
7382,"(3, 2, 1, 2, 1, 4)"
7383,"(4, 4, 1, 4, 2, 4)"
7384,"(3, 0, 4, 4, 0, 0)"
7387,"(2, 1, 0, 3, 4, 3)"
7388,"(4, 2, 0, 2, 4, 4)"
7390,"(3, 1, 3, 4, 2, 2)"
7397,"(3, 3, 0, 4, 3, 0)"
7399,"(2, 0, 3, 0, 2, 4)"
7401,"(2, 2, 2, 3, 1, 3)"
7403,"(3, 3, 0, 4, 2, 4)"
7406,"(3, 1, 4, 4, 3, 2)"
7407,"(0, 3, 2, 2, 1, 2)"
7408,"(4, 4, 0, 0, 3, 3)"
7409,"(2, 1, 2, 2, 3, 2)"
7410,"(4, 0, 2, 3, 2, 2)"
7413,"(4, 4, 4, 4, 3, 0)"
7416,"(2, 4, 4, 1, 2, 2)"
7417,"(2, 3, 0, 4, 2, 4)"
7421,"(3, 4, 2, 4, 0, 0)"
7422,"(4, 2, 3, 1, 3, 3)"
7423,"(2, 0, 4, 0, 3, 4)"
7427,"(2, 3, 3, 0, 2, 2)"
7428,"(2, 2, 3, 0, 3, 0)"
7431,"(2, 4, 1, 0, 3, 0)"
7434,"(4, 4, 0, 3, 3, 4)"
7436,"(4, 0, 1, 1, 2, 4)"
7437,"(3, 2, 2, 3, 4, 3)"
7441,"(4, 2, 3, 4, 4, 0)"
7444,"(2, 4, 4, 4, 2, 3)"
7450,"(4, 3, 3, 1, 3, 3)"
7452,"(4, 2, 0, 0, 2, 0)"
7453,"(0, 3, 4, 4, 0, 2)"
7454,"(4, 4, 0, 2, 0, 2)"
7456,"(2, 2, 4, 2, 1, 0)"
7462,"(1, 0, 4, 1, 1, 4)"
7464,"(4, 0, 3, 3, 0, 4)"
7466,"(4, 1, 1, 0, 2, 4)"
7467,"(4, 3, 3, 4, 3, 4)"
7468,"(3, 3, 3, 4, 0, 3)"
7469,"(4, 2, 4, 2, 3, 3)"
7471,"(3, 1, 1, 4, 3, 2)"
7476,"(4, 0, 2, 2, 1, 4)"
7477,"(3, 1, 4, 0, 3, 0)"
7479,"(2, 2, 3, 4, 4, 4)"
7480,"(2, 1, 2, 4, 0, 3)"
7482,"(2, 4, 2, 1, 2, 4)"
7485,"(4, 2, 2, 3, 0, 4)"
7487,"(4, 4, 4, 0, 2, 2)"
7488,"(2, 4, 3, 1, 3, 0)"
7489,"(4, 2, 1, 2, 4, 3)"
7494,"(3, 3, 3, 0, 2, 0)"
7495,"(4, 2, 2, 2, 1, 0)"
7496,"(4, 3, 2, 4, 0, 0)"
7498,"(4, 4, 0, 1, 2, 0)"
7500,"(3, 4, 0, 3, 4, 2)"
7502,"(2, 2, 3, 3, 1, 2)"
7508,"(3, 2, 1, 4, 2, 0)"
7509,"(4, 0, 4, 0, 4, 4)"
7511,"(3, 4, 3, 4, 4, 3)"
7513,"(0, 0, 2, 2, 0, 2)"
7515,"(2, 3, 3, 3, 4, 4)"
7518,"(4, 0, 4, 4, 0, 4)"
7519,"(2, 3, 2, 2, 0, 2)"
7523,"(2, 0, 3, 2, 2, 4)"
7529,"(4, 2, 3, 4, 3, 3)"
7530,"(2, 2, 2, 2, 2, 0)"
7531,"(3, 1, 1, 2, 4, 3)"
7533,"(4, 1, 4, 0, 0, 3)"
7534,"(4, 3, 0, 4, 3, 4)"
7538,"(4, 3, 0, 3, 4, 0)"
7539,"(3, 4, 1, 2, 3, 2)"
7542,"(4, 3, 3, 0, 3, 2)"
7544,"(0, 2, 0, 0, 4, 3)"
7545,"(2, 2, 3, 2, 3, 0)"
7547,"(4, 0, 1, 3, 1, 4)"
7548,"(2, 4, 1, 2, 3, 0)"
7549,"(2, 3, 4, 1, 4, 3)"
7551,"(3, 0, 0, 3, 0, 4)"
7552,"(2, 4, 0, 1, 3, 0)"
7558,"(4, 1, 4, 3, 0, 4)"
7560,"(2, 1, 2, 4, 3, 4)"
7561,"(2, 1, 0, 4, 1, 3)"
7562,"(4, 2, 0, 3, 1, 4)"
7564,"(4, 0, 3, 2, 0, 3)"
7566,"(2, 3, 2, 1, 2, 0)"
7567,"(4, 3, 3, 3, 3, 3)"
7568,"(4, 2, 0, 2, 2, 0)"
7569,"(2, 3, 4, 4, 4, 4)"
7571,"(3, 1, 3, 4, 3, 3)"
7572,"(0, 3, 2, 3, 3, 0)"
7576,"(4, 3, 2, 2, 4, 3)"
7577,"(2, 2, 3, 3, 4, 3)"
7578,"(2, 1, 2, 3, 0, 2)"
7579,"(3, 0, 2, 3, 3, 2)"
7581,"(2, 4, 3, 1, 2, 3)"
7584,"(2, 3, 0, 3, 4, 4)"
7589,"(4, 2, 2, 1, 4, 4)"
7591,"(2, 3, 4, 3, 1, 2)"
7594,"(3, 2, 4, 3, 4, 2)"
7595,"(0, 0, 0, 2, 1, 2)"
7596,"(2, 4, 2, 3, 2, 0)"
7597,"(2, 4, 4, 1, 3, 3)"
7598,"(4, 3, 0, 2, 2, 0)"
7599,"(3, 0, 3, 0, 3, 4)"
7600,"(2, 2, 1, 3, 2, 0)"
7602,"(4, 0, 2, 4, 1, 4)"
7605,"(2, 3, 0, 2, 1, 2)"
7607,"(2, 4, 3, 4, 2, 4)"
7608,"(2, 1, 4, 2, 4, 3)"
7609,"(0, 1, 2, 1, 4, 1)"
7610,"(3, 4, 3, 3, 4, 2)"
7611,"(2, 4, 3, 3, 3, 0)"
7612,"(4, 2, 1, 4, 4, 3)"
7613,"(4, 0, 1, 1, 0, 0)"
7617,"(3, 0, 4, 0, 4, 4)"
7618,"(4, 3, 4, 4, 2, 3)"
7620,"(4, 4, 2, 1, 4, 3)"
7622,"(2, 3, 3, 2, 4, 3)"
7623,"(3, 1, 2, 2, 3, 2)"
7624,"(2, 1, 4, 1, 0, 1)"
7629,"(4, 0, 4, 2, 3, 4)"
7630,"(2, 0, 4, 2, 2, 3)"
7631,"(2, 0, 1, 0, 3, 4)"
7637,"(4, 0, 0, 3, 3, 2)"
7643,"(3, 4, 2, 1, 4, 4)"
7646,"(4, 3, 4, 0, 4, 0)"
7648,"(2, 0, 3, 4, 2, 0)"
7652,"(2, 2, 0, 0, 3, 4)"
7657,"(2, 3, 2, 4, 0, 2)"
7658,"(4, 0, 1, 2, 1, 3)"
7659,"(2, 3, 4, 0, 4, 2)"
7661,"(2, 3, 0, 1, 3, 0)"
7662,"(2, 0, 4, 4, 3, 0)"
7667,"(3, 1, 1, 4, 4, 3)"
7671,"(1, 4, 0, 1, 1, 3)"
7672,"(4, 1, 4, 2, 0, 3)"
7676,"(3, 3, 4, 2, 1, 4)"
7677,"(3, 3, 0, 3, 0, 2)"
7678,"(2, 1, 0, 3, 1, 2)"
7683,"(4, 3, 3, 2, 3, 2)"
7684,"(0, 0, 3, 1, 3, 2)"
7685,"(2, 4, 3, 2, 1, 0)"
7687,"(2, 3, 4, 3, 4, 3)"
7692,"(3, 4, 4, 2, 3, 0)"
7694,"(3, 1, 3, 3, 3, 2)"
7695,"(2, 4, 0, 3, 3, 0)"
7696,"(3, 4, 4, 3, 3, 4)"
7697,"(2, 3, 3, 1, 2, 3)"
7702,"(3, 4, 3, 1, 4, 0)"
7703,"(3, 2, 0, 4, 2, 3)"
7705,"(4, 0, 3, 4, 0, 3)"
7707,"(3, 3, 1, 4, 1, 3)"
7711,"(2, 3, 2, 3, 2, 0)"
7714,"(2, 4, 4, 0, 3, 2)"
7715,"(4, 3, 2, 4, 3, 3)"
7718,"(4, 1, 1, 4, 2, 0)"
7719,"(4, 3, 3, 1, 4, 0)"
7720,"(2, 4, 3, 3, 2, 3)"
7722,"(4, 4, 2, 0, 3, 2)"
7723,"(3, 2, 0, 0, 4, 0)"
7724,"(2, 0, 4, 3, 1, 0)"
7727,"(4, 3, 4, 3, 2, 2)"
7729,"(4, 3, 0, 4, 1, 0)"
7736,"(2, 2, 4, 0, 2, 3)"
7737,"(3, 0, 4, 3, 3, 4)"
7740,"(0, 4, 4, 0, 4, 3)"
7747,"(3, 0, 4, 2, 4, 0)"
7750,"(3, 4, 0, 4, 0, 3)"
7753,"(0, 3, 2, 0, 4, 0)"
7757,"(4, 1, 3, 3, 1, 3)"
7763,"(4, 3, 3, 4, 0, 3)"
7765,"(0, 1, 4, 2, 2, 0)"
7766,"(2, 0, 4, 4, 2, 3)"
7769,"(3, 4, 2, 3, 3, 4)"
7770,"(4, 0, 3, 2, 1, 4)"
7772,"(1, 3, 0, 1, 1, 3)"
7777,"(3, 1, 1, 3, 4, 2)"
7780,"(0, 2, 0, 0, 0, 3)"
7781,"(4, 3, 4, 2, 4, 0)"
7783,"(4, 0, 2, 1, 2, 4)"
7785,"(0, 0, 4, 0, 4, 4)"
7787,"(2, 3, 4, 2, 3, 2)"
7792,"(3, 4, 4, 2, 2, 3)"
7793,"(3, 4, 2, 2, 0, 2)"
7795,"(2, 3, 1, 4, 3, 0)"
7799,"(0, 2, 3, 0, 3, 4)"
7801,"(2, 2, 4, 4, 4, 3)"
7804,"(3, 3, 3, 1, 4, 0)"
7810,"(4, 4, 1, 1, 4, 4)"
7812,"(3, 2, 0, 3, 2, 2)"
7814,"(4, 4, 0, 0, 4, 2)"
7816,"(2, 1, 3, 4, 0, 4)"
7817,"(3, 2, 3, 2, 1, 4)"
7818,"(4, 3, 2, 3, 3, 2)"
7823,"(4, 1, 1, 3, 4, 4)"
7825,"(2, 2, 2, 0, 3, 3)"
7826,"(3, 0, 1, 0, 2, 2)"
7828,"(3, 4, 3, 4, 3, 4)"
7831,"(3, 1, 1, 2, 1, 2)"
7834,"(3, 4, 2, 1, 2, 0)"
7835,"(0, 4, 1, 3, 4, 4)"
7836,"(4, 0, 0, 2, 1, 4)"
7837,"(4, 4, 1, 2, 2, 2)"
7842,"(3, 0, 4, 2, 3, 3)"
7843,"(3, 3, 2, 0, 3, 3)"
7848,"(2, 4, 1, 4, 3, 4)"
7852,"(3, 3, 1, 3, 2, 4)"
7853,"(4, 0, 1, 2, 2, 4)"
7854,"(4, 4, 2, 2, 3, 2)"
7857,"(4, 1, 3, 2, 1, 2)"
7862,"(3, 0, 2, 2, 1, 0)"
7863,"(4, 1, 4, 2, 1, 4)"
7864,"(4, 3, 3, 3, 0, 2)"
7868,"(0, 3, 4, 1, 2, 2)"
7870,"(3, 4, 2, 2, 3, 3)"
7872,"(2, 1, 2, 1, 2, 1)"
7873,"(3, 0, 4, 4, 4, 0)"
7877,"(4, 3, 2, 2, 1, 2)"
7878,"(4, 1, 2, 4, 4, 4)"
7880,"(3, 4, 4, 3, 1, 0)"
7881,"(2, 1, 0, 4, 0, 4)"
7882,"(3, 0, 1, 4, 4, 2)"
7885,"(4, 0, 2, 0, 2, 3)"
7886,"(4, 0, 0, 1, 3, 2)"
7888,"(2, 2, 1, 2, 3, 3)"
7891,"(3, 0, 4, 4, 0, 2)"
7895,"(4, 2, 2, 3, 1, 3)"
7896,"(3, 1, 3, 4, 2, 4)"
7898,"(3, 4, 0, 2, 1, 0)"
7899,"(2, 4, 3, 2, 4, 3)"
7903,"(2, 2, 0, 4, 3, 0)"
7907,"(0, 0, 4, 2, 3, 4)"
7908,"(4, 0, 0, 0, 0, 0)"
7910,"(0, 2, 0, 2, 0, 3)"
7911,"(3, 1, 4, 4, 3, 4)"
7912,"(2, 1, 2, 2, 3, 4)"
7914,"(4, 0, 2, 3, 2, 4)"
7917,"(2, 4, 4, 1, 2, 4)"
7921,"(2, 1, 3, 3, 0, 3)"
7922,"(3, 4, 2, 4, 0, 2)"
7926,"(4, 0, 4, 2, 0, 3)"
7927,"(0, 2, 3, 2, 3, 4)"
7931,"(2, 3, 3, 0, 2, 4)"
7932,"(3, 0, 3, 3, 0, 4)"
7933,"(2, 2, 3, 0, 3, 2)"
7936,"(3, 3, 0, 0, 4, 3)"
7938,"(3, 0, 4, 3, 1, 0)"
7940,"(3, 2, 2, 3, 1, 0)"
7943,"(3, 1, 2, 2, 2, 3)"
7944,"(3, 1, 0, 2, 0, 2)"
7946,"(4, 2, 3, 4, 4, 2)"
7947,"(2, 0, 4, 3, 4, 3)"
7948,"(4, 0, 1, 0, 3, 2)"
7952,"(3, 2, 3, 3, 2, 0)"
7953,"(2, 1, 4, 0, 3, 3)"
7955,"(4, 2, 2, 0, 4, 3)"
7956,"(4, 2, 0, 0, 2, 2)"
7958,"(4, 4, 0, 2, 0, 4)"
7959,"(2, 4, 1, 3, 3, 3)"
7961,"(2, 2, 4, 2, 1, 2)"
7977,"(2, 1, 2, 4, 4, 3)"
7980,"(3, 1, 1, 4, 3, 4)"
7981,"(4, 2, 0, 3, 2, 3)"
7987,"(3, 4, 3, 2, 0, 3)"
7989,"(3, 1, 4, 0, 3, 2)"
7991,"(4, 1, 3, 4, 1, 2)"
7994,"(4, 3, 1, 3, 3, 3)"
7995,"(4, 4, 4, 0, 2, 4)"
7996,"(2, 4, 3, 1, 3, 2)"
7999,"(3, 3, 3, 0, 2, 2)"
8000,"(4, 2, 2, 2, 1, 2)"
8002,"(4, 3, 2, 4, 0, 2)"
8005,"(3, 4, 2, 4, 3, 3)"
8010,"(2, 4, 2, 4, 2, 3)"
8013,"(2, 2, 3, 3, 1, 4)"
8014,"(2, 2, 1, 4, 2, 3)"
8015,"(0, 2, 0, 1, 0, 2)"
8016,"(3, 1, 4, 3, 3, 3)"
8020,"(3, 4, 3, 4, 1, 0)"
8021,"(0, 4, 1, 4, 2, 0)"
8022,"(0, 0, 1, 4, 0, 3)"
8023,"(3, 4, 0, 4, 1, 0)"
8024,"(3, 3, 3, 3, 2, 3)"
8027,"(3, 0, 3, 1, 4, 0)"
8029,"(3, 0, 4, 3, 0, 3)"
8033,"(2, 3, 2, 2, 0, 4)"
8035,"(4, 4, 1, 2, 3, 3)"
8039,"(2, 2, 2, 2, 2, 2)"
8040,"(0, 2, 3, 4, 3, 0)"
8044,"(3, 2, 3, 3, 1, 3)"
8047,"(3, 4, 1, 2, 3, 4)"
8052,"(2, 1, 0, 0, 2, 0)"
8053,"(2, 0, 1, 2, 0, 3)"
8056,"(2, 2, 3, 2, 3, 2)"
8057,"(3, 4, 2, 3, 0, 3)"
8058,"(2, 4, 1, 2, 3, 2)"
8065,"(3, 4, 2, 2, 4, 4)"
8068,"(3, 1, 0, 4, 0, 2)"
8069,"(0, 0, 4, 0, 1, 3)"
8071,"(2, 1, 2, 3, 4, 2)"
8073,"(2, 3, 2, 1, 2, 2)"
8074,"(3, 2, 0, 2, 0, 0)"
8075,"(4, 2, 0, 2, 2, 2)"
8081,"(4, 3, 1, 4, 2, 0)"
8084,"(0, 0, 4, 3, 0, 4)"
8086,"(2, 1, 2, 3, 0, 4)"
8087,"(3, 4, 4, 3, 4, 3)"
8089,"(3, 0, 2, 3, 3, 4)"
8091,"(3, 2, 4, 4, 0, 3)"
8094,"(2, 1, 2, 2, 1, 0)"
8095,"(2, 4, 1, 1, 4, 0)"
8098,"(3, 2, 2, 0, 2, 0)"
8102,"(3, 4, 0, 2, 4, 3)"
8104,"(2, 3, 4, 3, 1, 4)"
8105,"(3, 2, 4, 3, 4, 4)"
8106,"(2, 4, 2, 3, 2, 2)"
8109,"(0, 2, 0, 4, 3, 0)"
8110,"(4, 3, 0, 2, 2, 2)"
8111,"(2, 2, 1, 3, 2, 2)"
8113,"(0, 3, 3, 4, 4, 3)"
8114,"(2, 3, 0, 2, 1, 4)"
8115,"(2, 1, 4, 1, 4, 1)"
8116,"(4, 0, 0, 0, 3, 3)"
8117,"(4, 4, 4, 2, 3, 0)"
8118,"(4, 4, 4, 2, 2, 4)"
8119,"(3, 4, 3, 3, 4, 4)"
8120,"(2, 4, 3, 3, 3, 2)"
8128,"(3, 1, 2, 2, 3, 4)"
8129,"(4, 2, 4, 0, 0, 4)"
8131,"(2, 4, 1, 4, 0, 3)"
8133,"(4, 0, 0, 3, 3, 4)"
8135,"(3, 0, 2, 0, 2, 3)"
8138,"(4, 3, 4, 0, 4, 2)"
8140,"(4, 0, 1, 4, 0, 3)"
8141,"(2, 0, 3, 4, 2, 2)"
8147,"(0, 2, 1, 2, 4, 4)"
8150,"(0, 0, 1, 3, 0, 4)"
8154,"(2, 3, 2, 4, 0, 4)"
8155,"(4, 4, 1, 4, 3, 3)"
8156,"(2, 3, 4, 0, 4, 4)"
8157,"(3, 1, 3, 0, 3, 3)"
8158,"(2, 3, 0, 1, 3, 2)"
8159,"(2, 1, 1, 4, 0, 4)"
8160,"(2, 0, 4, 4, 3, 2)"
8161,"(2, 1, 3, 0, 4, 4)"
8162,"(3, 4, 0, 1, 2, 3)"
8167,"(0, 4, 1, 0, 3, 3)"
8170,"(2, 1, 0, 3, 1, 4)"
8171,"(3, 3, 0, 3, 0, 4)"
8174,"(3, 1, 4, 0, 4, 3)"
8176,"(4, 3, 3, 2, 3, 4)"
8180,"(4, 4, 4, 1, 0, 4)"
8181,"(0, 0, 3, 1, 3, 4)"
8182,"(2, 4, 3, 2, 1, 2)"
8184,"(2, 3, 0, 4, 3, 3)"
8185,"(3, 4, 4, 2, 3, 2)"
8186,"(3, 2, 3, 1, 2, 0)"
8188,"(3, 1, 3, 3, 3, 4)"
8191,"(2, 4, 0, 3, 3, 2)"
8193,"(3, 1, 3, 2, 4, 0)"
8197,"(3, 1, 4, 4, 0, 3)"
8200,"(2, 0, 3, 3, 4, 0)"
8201,"(3, 1, 2, 0, 2, 0)"
8202,"(2, 0, 0, 4, 0, 0)"
8206,"(3, 1, 0, 3, 0, 3)"
8207,"(2, 3, 2, 3, 2, 2)"
8208,"(4, 0, 1, 1, 3, 3)"
8210,"(2, 4, 4, 0, 3, 4)"
8212,"(3, 1, 0, 2, 4, 4)"
8215,"(2, 1, 4, 0, 4, 0)"
8217,"(4, 3, 3, 1, 4, 2)"
8218,"(2, 1, 0, 2, 3, 2)"
8222,"(3, 2, 0, 0, 4, 2)"
8223,"(4, 4, 2, 0, 3, 4)"
8226,"(2, 0, 4, 3, 1, 2)"
8227,"(4, 3, 4, 3, 2, 4)"
8228,"(4, 3, 0, 4, 1, 2)"
8229,"(3, 4, 0, 4, 4, 3)"
8230,"(2, 1, 4, 0, 0, 2)"
8232,"(3, 3, 1, 0, 4, 2)"
8235,"(2, 4, 1, 3, 0, 2)"
8238,"(0, 1, 2, 3, 3, 3)"
8239,"(3, 1, 2, 3, 4, 3)"
8244,"(4, 3, 3, 4, 4, 3)"
8246,"(2, 1, 1, 2, 1, 2)"
8247,"(0, 3, 2, 0, 4, 2)"
8250,"(3, 3, 1, 3, 3, 3)"
8254,"(2, 0, 0, 1, 2, 4)"
8257,"(0, 0, 1, 2, 0, 3)"
8258,"(2, 1, 4, 3, 0, 3)"
8261,"(4, 2, 4, 2, 0, 4)"
8265,"(2, 0, 2, 0, 0, 3)"
8268,"(3, 1, 1, 3, 4, 4)"
8271,"(2, 4, 2, 0, 3, 2)"
8273,"(4, 3, 4, 2, 4, 2)"
8274,"(1, 2, 0, 1, 1, 0)"
8276,"(3, 3, 0, 2, 0, 3)"
8281,"(2, 3, 4, 2, 3, 4)"
8286,"(3, 4, 0, 3, 1, 3)"
8288,"(2, 3, 1, 4, 3, 2)"
8290,"(3, 1, 3, 2, 3, 3)"
8291,"(0, 1, 0, 0, 3, 4)"
8295,"(0, 0, 4, 1, 0, 2)"
8297,"(3, 1, 4, 3, 0, 2)"
8298,"(2, 4, 2, 3, 3, 3)"
8299,"(0, 4, 1, 2, 3, 3)"
8300,"(3, 3, 3, 1, 4, 2)"
8302,"(0, 0, 2, 0, 2, 3)"
8310,"(2, 4, 3, 4, 0, 2)"
8312,"(3, 2, 0, 3, 2, 4)"
8313,"(4, 1, 2, 2, 2, 0)"
8316,"(4, 4, 0, 0, 4, 4)"
8319,"(4, 3, 2, 3, 3, 4)"
8324,"(3, 0, 1, 0, 2, 4)"
8327,"(3, 1, 1, 2, 1, 4)"
8328,"(2, 0, 2, 4, 2, 3)"
8332,"(3, 4, 2, 1, 2, 2)"
8334,"(3, 0, 3, 4, 1, 0)"
8335,"(4, 4, 1, 2, 2, 4)"
8337,"(3, 4, 1, 4, 1, 3)"
8342,"(2, 3, 4, 0, 2, 0)"
8343,"(0, 1, 4, 4, 0, 3)"
8345,"(3, 2, 0, 2, 4, 2)"
8347,"(4, 4, 2, 2, 3, 4)"
8351,"(3, 3, 1, 2, 3, 2)"
8356,"(3, 0, 2, 2, 1, 2)"
8357,"(4, 3, 3, 3, 0, 4)"
8358,"(4, 2, 2, 0, 1, 4)"
8362,"(4, 3, 3, 2, 1, 0)"
8363,"(0, 3, 4, 1, 2, 4)"
8366,"(3, 0, 4, 4, 4, 2)"
8369,"(2, 0, 0, 3, 2, 0)"
8370,"(2, 4, 0, 4, 0, 2)"
8372,"(4, 3, 2, 2, 1, 4)"
8374,"(3, 4, 4, 3, 1, 2)"
8375,"(4, 2, 4, 4, 0, 0)"
8376,"(2, 2, 1, 2, 0, 0)"
8377,"(4, 3, 2, 1, 2, 0)"
8378,"(2, 4, 0, 3, 4, 3)"
8380,"(3, 4, 3, 2, 1, 2)"
8381,"(4, 0, 0, 1, 3, 4)"
8386,"(4, 0, 0, 0, 4, 0)"
8389,"(3, 2, 4, 3, 1, 3)"
8391,"(3, 4, 0, 2, 1, 2)"
8392,"(1, 2, 1, 1, 1, 3)"
8395,"(4, 3, 4, 4, 3, 2)"
8396,"(2, 2, 0, 4, 3, 2)"
8407,"(2, 0, 0, 4, 3, 3)"
8410,"(3, 4, 2, 4, 0, 4)"
8411,"(4, 3, 4, 3, 0, 0)"
8414,"(2, 0, 1, 1, 4, 0)"
8416,"(3, 0, 3, 2, 4, 3)"
8419,"(2, 2, 3, 0, 3, 4)"
8423,"(0, 1, 2, 4, 0, 3)"
8424,"(3, 0, 4, 3, 1, 2)"
8426,"(4, 0, 0, 3, 0, 3)"
8430,"(4, 0, 3, 3, 3, 0)"
8436,"(3, 4, 0, 1, 3, 0)"
8441,"(4, 0, 2, 2, 4, 0)"
8442,"(3, 2, 3, 3, 2, 2)"
8445,"(4, 2, 0, 0, 2, 4)"
8446,"(3, 0, 1, 2, 2, 4)"
8448,"(0, 4, 2, 2, 2, 2)"
8449,"(2, 2, 4, 2, 1, 4)"
8450,"(0, 0, 3, 0, 1, 2)"
8455,"(0, 1, 3, 2, 0, 2)"
8457,"(2, 2, 4, 1, 2, 0)"
8468,"(3, 4, 3, 2, 4, 3)"
8477,"(3, 2, 2, 2, 3, 0)"
8483,"(4, 1, 3, 4, 1, 4)"
8488,"(2, 4, 3, 1, 3, 4)"
8489,"(2, 2, 1, 0, 4, 0)"
8490,"(3, 2, 1, 0, 2, 3)"
8492,"(3, 3, 3, 0, 2, 4)"
8494,"(4, 2, 2, 2, 1, 4)"
8495,"(2, 3, 1, 2, 3, 0)"
8497,"(4, 3, 2, 4, 0, 4)"
8498,"(2, 4, 4, 2, 0, 3)"
8501,"(4, 1, 0, 3, 2, 2)"
8504,"(0, 3, 4, 3, 2, 4)"
8505,"(4, 3, 2, 3, 1, 0)"
8507,"(4, 2, 3, 2, 3, 0)"
8509,"(0, 2, 0, 1, 0, 4)"
8510,"(3, 3, 4, 0, 3, 4)"
8511,"(3, 0, 4, 3, 4, 3)"
8512,"(4, 4, 2, 0, 0, 3)"
8519,"(4, 0, 1, 3, 4, 0)"
8521,"(3, 4, 0, 4, 1, 2)"
8522,"(3, 0, 0, 3, 3, 0)"
8523,"(3, 0, 3, 1, 4, 2)"
8525,"(4, 1, 3, 3, 2, 2)"
8528,"(3, 1, 2, 3, 1, 2)"
8533,"(4, 4, 2, 3, 0, 4)"
8534,"(2, 2, 2, 2, 2, 4)"
8535,"(0, 0, 1, 0, 2, 2)"
8538,"(4, 1, 2, 1, 2, 1)"
8539,"(3, 3, 1, 3, 0, 2)"
8547,"(4, 1, 0, 2, 4, 0)"
8550,"(3, 0, 3, 4, 4, 3)"
8557,"(2, 2, 3, 2, 3, 4)"
8558,"(3, 1, 3, 1, 0, 1)"
8559,"(2, 4, 1, 2, 3, 4)"
8569,"(3, 3, 2, 1, 3, 0)"
8570,"(4, 1, 4, 4, 4, 3)"
8571,"(3, 1, 0, 4, 0, 4)"
8577,"(3, 2, 1, 2, 0, 0)"
8579,"(3, 0, 1, 4, 2, 0)"
8583,"(4, 0, 2, 4, 4, 0)"
8585,"(2, 1, 2, 3, 4, 4)"
8586,"(2, 3, 2, 1, 2, 4)"
8587,"(4, 2, 0, 2, 2, 4)"
8588,"(0, 1, 0, 0, 0, 3)"
8589,"(3, 1, 3, 4, 0, 2)"
8590,"(0, 4, 0, 1, 3, 3)"
8592,"(4, 3, 3, 2, 4, 3)"
8596,"(3, 2, 3, 2, 2, 3)"
8597,"(4, 4, 3, 4, 3, 3)"
8598,"(4, 3, 1, 4, 2, 2)"
8602,"(2, 2, 4, 3, 2, 0)"
8609,"(2, 4, 3, 0, 3, 3)"
8611,"(2, 4, 1, 1, 4, 2)"
8612,"(3, 2, 2, 0, 2, 2)"
8620,"(2, 2, 1, 3, 2, 4)"
8622,"(4, 2, 2, 4, 1, 0)"
8624,"(4, 1, 2, 3, 4, 0)"
8630,"(4, 4, 0, 3, 2, 0)"
8633,"(4, 4, 0, 3, 1, 4)"
8635,"(2, 4, 3, 3, 3, 4)"
8638,"(3, 3, 3, 2, 2, 4)"
8641,"(4, 3, 4, 3, 3, 3)"
8645,"(3, 3, 4, 2, 4, 0)"
8647,"(2, 0, 4, 1, 3, 3)"
8648,"(4, 4, 2, 2, 0, 3)"
8656,"(4, 3, 4, 0, 4, 4)"
8657,"(2, 0, 3, 4, 2, 4)"
8662,"(4, 1, 1, 2, 3, 3)"
8665,"(2, 2, 3, 1, 3, 3)"
8666,"(2, 2, 1, 2, 4, 2)"
8671,"(2, 3, 0, 1, 3, 4)"
8672,"(4, 2, 4, 2, 1, 3)"
8673,"(2, 0, 4, 4, 3, 4)"
8675,"(0, 0, 4, 3, 4, 3)"
8681,"(2, 2, 2, 3, 3, 0)"
8686,"(0, 2, 0, 2, 1, 2)"
8687,"(2, 1, 2, 2, 4, 3)"
8689,"(2, 3, 2, 0, 2, 3)"
8694,"(4, 2, 1, 2, 2, 3)"
8696,"(2, 4, 3, 2, 1, 4)"
8700,"(3, 2, 3, 1, 2, 2)"
8702,"(3, 4, 4, 2, 3, 4)"
8704,"(2, 4, 0, 3, 3, 4)"
8705,"(3, 1, 3, 2, 4, 2)"
8706,"(4, 3, 4, 2, 1, 3)"
8708,"(2, 3, 3, 0, 3, 3)"
8709,"(4, 2, 0, 4, 2, 0)"
8710,"(3, 1, 2, 0, 2, 2)"
8711,"(2, 0, 3, 3, 4, 2)"
8713,"(2, 0, 0, 4, 0, 2)"
8719,"(2, 3, 2, 3, 2, 4)"
8721,"(3, 2, 3, 4, 2, 3)"
8722,"(2, 0, 3, 2, 1, 0)"
8723,"(2, 1, 4, 0, 4, 2)"
8725,"(4, 3, 3, 1, 4, 4)"
8727,"(2, 1, 0, 2, 3, 4)"
8729,"(3, 2, 0, 0, 4, 4)"
8732,"(4, 2, 3, 4, 1, 3)"
8733,"(2, 0, 4, 3, 1, 4)"
8736,"(4, 3, 0, 4, 1, 4)"
8739,"(0, 3, 1, 0, 3, 4)"
8740,"(3, 3, 1, 0, 4, 4)"
8741,"(3, 4, 1, 2, 1, 2)"
8742,"(1, 2, 2, 1, 1, 3)"
8746,"(0, 3, 2, 1, 0, 3)"
8747,"(3, 3, 3, 4, 2, 0)"
8750,"(2, 3, 4, 1, 2, 3)"
8751,"(4, 2, 3, 0, 3, 0)"
8753,"(0, 3, 2, 0, 4, 4)"
8759,"(3, 3, 4, 4, 3, 0)"
8760,"(4, 2, 0, 3, 0, 0)"
8763,"(2, 3, 0, 0, 3, 3)"
